Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,TSLA,XOM,AAPL,TSLA,XOM,AAPL,TSLA,XOM,AAPL,TSLA,XOM,AAPL,TSLA,XOM
Date,,,,,,,,,,,,,,,
2021-01-12,125.50218200683594,283.14666748046875,39.47509002685547,126.36939367406505,289.3333435058594,39.714180699525016,123.61185177604212,275.7799987792969,38.675363947924474,125.20986029323174,277.0,39.1288156796147,91951100,138812100,36915100
2021-01-13,127.53868103027344,284.8033447265625,39.92029571533203,128.08434036510624,286.8233337402344,40.15938953489755,125.20013677581811,277.3333435058594,39.318441136642235,125.46321296847564,284.2533264160156,40.01098669137833,88636800,99937500,29000300
2021-01-14,125.60939025878906,281.6666564941406,41.47852325439453,127.6458743033761,287.6666564941406,42.11335690618212,125.46322193987007,279.5833435058594,39.986251697980016,127.45099807958694,281.1300048828125,39.986251697980016,90221800,93798900,35474800
2021-01-15,123.88469696044922,275.38665771484375,39.483333587646484,126.8858381851589,286.6333312988281,40.46444162613004,123.74828212605794,273.0333251953125,38.98865953862315,125.48270567821912,284.0,40.32428198703486,111598500,116332800,42411300
2021-01-19,124.55705261230469,281.51666259765625,40.266578674316406,125.41452591995923,283.3333435058594,40.76125282843568,123.68984069637378,277.6666564941406,39.86259237057179,124.50832983471444,279.26666259765625,39.94504015963272,90757300,76101000,24932600
2021-01-20,128.64950561523438,283.48333740234375,40.8354377746582,129.09773432738962,286.5,41.00857648923325,125.25861162121556,279.09332275390625,40.39023247377175,125.36579577837638,286.2466735839844,40.489166635628706,104319500,76997700,22342400
2021-01-21,133.36557006835938,281.663330078125,39.664710998535156,136.0938817254987,285.239990234375,40.720017192989125,130.1695525142569,280.47332763671875,39.310193484136924,130.3741822074859,285.0,40.670551680786936,120150900,61563300,29044500
2021-01-22,135.50924682617188,282.21331787109375,39.10408401489258,136.26927444924834,282.6666564941406,39.277219620826216,131.56294040290453,276.2066650390625,38.45276076012017,132.7906739013892,278.10333251953125,38.75780965796434,114459400,60199500,23264800
2021-01-25,139.26065063476562,293.6000061035156,38.667118072509766,141.3750878076961,300.1333312988281,38.79078500257727,133.04400046392547,279.6066589355469,38.05701719097051,139.40681893054085,285.0,38.667118072509766,157611700,123520200,26395800
2021-01-26,139.49453735351562,294.36334228515625,37.81792068481445,140.60534821810342,298.6333312988281,39.4585949248697,137.75036015705467,290.5333251953125,37.801431132972745,139.92327397986588,297.1266784667969,38.96391780479968,98390600,69394800,23976800
2021-01-27,138.4226837158203,288.0533447265625,37.38920593261719,140.60533595593498,297.1666564941406,38.469248110478325,136.81493637532154,286.2200012207031,36.71314995718068,139.7576013848175,290.1166687011719,37.100646605928716,140843800,82002000,32410300
2021-01-28,133.5799560546875,278.4766540527344,37.974578857421875,138.35450580385896,282.6666564941406,38.41154107710642,133.19994217532178,267.0,37.66952679362212,135.947746278508,273.3333435058594,37.87564152291652,142621100,79134000,24967200
2021-01-29,128.58131408691406,264.510009765625,36.96873092651367,133.2389261898638,280.8033447265625,37.95808206758764,126.8761209359315,260.0333251953125,36.69665802606759,132.35222218300783,276.6666564941406,37.554095891335734,177523800,104972400,38961100
2021-02-01,130.70550537109375,279.9366760253906,37.034690856933594,131.91376200881854,280.6666564941406,37.57883672930728,127.57768703435836,265.1866760253906,36.51528403431307,130.32549144869654,271.42999267578125,37.57883672930728,106239800,76174200,24412400
2021-02-02,131.5337371826172,290.92999267578125,37.62006378173828,132.8199323256062,293.5,38.74132848712923,131.16346190037416,280.73333740234375,37.33150125443425,132.25478079358965,281.55999755859375,37.76846664833775,83305400,73038600,31940400
2021-02-03,130.5106201171875,284.89666748046875,39.0958366394043,132.29376682043633,292.6933288574219,39.30195134917356,130.1890676099028,284.35333251953125,37.446918961250205,132.2840133435427,292.3399963378906,37.62005770770266,89880900,55030500,28459300
2021-02-04,133.87225341796875,283.3299865722656,39.84608840942383,133.88199202454763,285.5,39.88731071326902,131.1439418976162,277.8066711425781,38.95567155007885,132.81016544490666,285.0,39.47508138469675,84183100,47438100,25280300
2021-02-05,133.45751953125,284.07666015625,41.18171691894531,134.1015854508509,288.25665283203125,41.321873402695346,132.57925865202728,279.65667724609375,40.431459550776985,134.033283551068,281.6666564941406,40.54688327740893,75693800,55699800,34980100
2021-02-08,133.60386657714844,287.8066711425781,42.95429992675781,133.6526621426791,292.5899963378906,43.168660964537665,131.6619162354287,284.9166564941406,41.80830275920268,132.74511227281954,289.8900146484375,41.981438343136794,71297200,60485100,36998700
2021-02-09,132.7256622314453,283.1533203125,42.45122528076172,134.5505161065676,286.6000061035156,42.727915382263916,132.56953718448068,280.5833435058594,41.73014926098225,133.3209327133247,285.0400085449219,42.48476124564607,76774200,45473100,28977000
2021-02-10,132.12057495117188,268.2733459472656,42.8620719909668,133.68194379137316,281.6066589355469,43.11360933769596,131.15447630613667,266.67333984375,42.24999660781982,133.18424984227164,281.21331787109375,42.45122840428569,73046600,108648300,25723800
2021-02-11,131.86688232421875,270.5533447265625,41.788841247558594,133.09645045385943,276.6266784667969,42.70276266001559,130.53972304081887,267.24334716796875,40.900072608412586,132.61827762495054,270.8133239746094,42.669223496620496,64280000,64868400,26972200
2021-02-12,132.10110473632812,272.0400085449219,42.35898971557617,132.257244658681,272.4433288574219,42.51829592701352,130.46168022259064,261.77667236328125,41.428298820640926,131.10574623455432,267.086669921875,41.445068400550696,60145100,71304900,19756700
2021-02-16,129.9737548828125,265.40667724609375,43.63346481323242,132.72565030112574,273.6666564941406,44.04430847524642,129.58340507467835,264.14666748046875,43.28130990446323,132.2182178860353,272.6666564941406,43.566386469287245,80576300,59406900,28060100
2021-02-17,127.68047332763672,266.04998779296875,44.3126106262207,129.0271538654206,266.61334228515625,44.664765496622586,126.34356083975098,254.00332641601562,43.432228247922694,128.08057622514062,259.6966552734375,43.89338061765297,97918500,77989500,25509700
2021-02-18,126.5777587890625,262.4599914550781,43.6166877746582,126.86074929343846,264.89666748046875,44.38806940739627,124.33329640042257,258.75665283203125,43.48253430816154,126.08006478126129,260.29998779296875,44.279071914816505,96856700,53871300,20627600
2021-02-19,126.73388671875,260.4333190917969,43.9101448059082,127.55361366522426,265.5966796875,44.069454236608706,125.68973288562044,259.1233215332031,43.532837204868514,127.094962062069,265.0,43.69214663556902,87668800,56874900,22607200
2021-02-22,122.95735168457031,238.1666717529297,45.528377532958984,126.58752230648321,256.1666564941406,45.9559939257244,122.5670093965397,236.73333740234375,44.0946116951549,124.91880883902334,254.2133331298828,44.0946116951549,103916400,111809100,36435100
2021-02-23,122.82074737548828,232.94667053222656,46.15721130371094,123.65022018140999,237.8699951171875,46.33328709390032,115.5311309097856,206.3333282470703,45.05883101384073,120.77145942992851,220.7100067138672,46.09851937364781,158273000,199820700,33527900
2021-02-24,122.32305145263672,247.33999633789062,47.54067611694336,122.52797948716125,248.3333282470703,47.79221344273733,119.27839785951765,231.38999938964844,46.0062929922001,121.92295598861077,237.28334045410156,46.27459989950975,111039900,110301000,28728600
2021-02-25,118.06832885742188,227.4066619873047,46.75252151489258,123.40624037390658,245.73666381835938,48.00182814377824,117.62919844492515,223.52667236328125,46.40875309193273,121.66922504247013,242.0500030517578,47.77544359229679,148199500,117071700,29670900
2021-02-26,118.33182525634766,225.1666717529297,45.58707046508789,121.83513064841705,235.56666564941406,46.16560992683915,118.2732690688628,219.836669921875,44.5389954384036,119.62970286388716,233.3333282470703,45.620609633574865,164560400,123267600,35291000
2021-03-01,124.70413208007812,239.47666931152344,47.28914260864258,124.84075076896436,239.6666717529297,48.30367838371165,119.82487191939815,228.35000610351562,47.06275803761155,120.76168897682948,230.0366668701172,47.34783454945015,116307900,81408600,36998300
2021-03-02,122.09861755371094,228.81333923339844,47.012451171875,125.6116836281733,240.3699951171875,47.758680047861745,121.99127322699131,228.3333282470703,46.970528812257854,125.3091718593238,239.42666625976562,47.498759499152804,102260900,71196600,30302600
2021-03-03,119.11249542236328,217.73333740234375,47.389766693115234,122.67435679168018,233.56666564941406,48.5971481227941,118.89780678629857,217.23666381835938,46.85315272436907,121.79608848285189,229.3300018310547,47.305918761453924,112966300,90624000,35358900
2021-03-04,117.22909545898438,207.14666748046875,49.225990295410156,120.61530301450836,222.81666564941406,49.86322174432814,115.75556433244158,200.0,47.876069061265035,118.80997834389994,218.60000610351562,47.892838646601966,178155000,197758500,52137500
2021-03-05,118.48794555664062,199.31666564941406,51.08735656738281,118.99539275523834,209.27999877929688,51.187970849184836,114.73091692483256,179.8300018310547,49.56135996642573,118.05857574839611,208.68666076660156,50.165052054178545,153766600,268189500,51429800
2021-03-08,113.55012512207031,187.6666717529297,51.037052154541016,118.0780772404724,206.7100067138672,51.65751387494651,113.40374585133544,186.26333618164062,50.156669917569815,118.00976790681733,200.18333435058594,51.63236110198096,154376600,155361000,38154600
2021-03-09,118.16590881347656,224.52667236328125,50.248905181884766,119.11248639429279,226.02999877929688,51.47305594423624,115.92145380009946,198.40333557128906,49.86321437157746,116.1556561829824,202.72666931152344,50.81905820515247,129525800,202569900,35645900
2021-03-10,117.08272552490234,222.68666076660156,51.79167175292969,119.2198363292163,239.28334045410156,51.91743882697273,116.56551771410868,218.35333251953125,50.33275002534578,118.75143154135017,233.43333435058594,50.74359681021653,111943300,181817100,31579100
2021-03-11,119.0149154663086,233.1999969482422,51.405982971191406,120.23473053231106,234.1666717529297,52.445671564266846,118.33182200741135,225.72666931152344,51.364057413050915,119.58091144377221,233.13333129882812,51.800056990249686,103026500,108761700,24802600
2021-03-12,118.10737609863281,231.2433319091797,51.95936584472656,118.24399479427487,231.6266632080078,52.294747916744285,116.28253747320228,222.04666137695312,51.565288631672985,117.49259196824357,223.3333282470703,51.60721099086632,88105100,100751400,20422700
2021-03-15,120.99588012695312,235.97999572753906,50.63459777832031,121.00564073101157,237.72666931152344,51.867134974813496,117.51208899403603,228.01333618164062,50.198598204061014,118.47818777651618,231.3633270263672,51.55690567718571,92403800,88006800,31243600
2021-03-16,122.53773498535156,225.6266632080078,49.561370849609375,124.14789226969461,235.97332763671875,50.02252320747598,121.70826227679905,223.6666717529297,48.9996009893758,122.66459306472457,234.4499969482422,49.92190890358006,115227900,96587100,30624800
2021-03-17,121.7472915649414,233.93666076660156,49.77936935424805,122.82072722265787,234.57666015625,50.08121546630551,119.38572418377375,217.00332641601562,49.150524353618685,121.05443757273207,218.9566650390625,49.20921629779974,111932600,121117500,25575500
2021-03-18,117.61943817138672,217.72000122070312,47.63291549682617,120.20544741210641,229.7433319091797,49.44398903524912,117.41451014863442,217.3333282470703,47.389761320283405,119.91268883951182,228.09666442871094,49.309835558272276,121229700,99674400,38622800
2021-03-19,117.09247589111328,218.2899932861328,47.36460876464844,118.49770511150997,219.07666015625,48.186299214787894,116.78996416261775,208.2066650390625,46.79445568520943,117.00465278741832,215.53334045410156,47.54906779731079,185549500,128682000,84439400
2021-03-22,120.41036224365234,223.3333282470703,46.878299713134766,120.8787744194562,233.2066650390625,47.674837373916816,117.35594855559042,222.9166717529297,46.869916520240096,117.42425788902442,228.19667053222656,47.37299125417026,111912300,118536600,29315100
2021-03-23,119.58090209960938,220.72000122070312,46.29976272583008,121.23984748167706,225.93333435058594,47.19691467968585,119.19055981995824,219.1699981689453,45.65414813500909,120.35182605450146,225.2566680908203,46.064991748322655,95467100,91475700,33493300
2021-03-24,117.19007110595703,210.08999633789062,47.23883819580078,119.9322204758505,222.67333984375,48.02698947217846,117.17055734049535,210.0366668701172,47.02083999543119,119.8541505236829,222.6366729736328,47.02083999543119,88530500,101385600,29781800
2021-03-25,117.67799377441406,213.4633331298828,47.104671478271484,118.72216260318802,215.1666717529297,47.37297835644808,116.12639260654137,203.1666717529297,45.69605876860921,116.65335360086424,204.3333282470703,46.29136445465914,98844700,117674700,31495900
2021-03-26,118.28302001953125,206.23666381835938,48.38752746582031,118.5465042288051,214.60667419433594,48.446219411923934,116.04831804624526,199.9633331298828,47.38976118358757,117.44378670396847,213.9566650390625,48.04375898215431,94071200,101558400,34226500
2021-03-29,118.45868682861328,203.76333618164062,48.127601623535156,119.61995321991907,205.4933319091797,48.479753261519015,117.81462830863143,198.67333984375,47.57421819350993,118.71241046141134,205.2133331298828,48.077292875907105,80819200,85911000,21144400
2021-03-30,117.00465393066406,211.8733367919922,47.532291412353516,117.49257992082933,212.55332946777344,48.09406121840092,115.98976697770112,197.00332641601562,47.364601988192014,117.2095819531143,200.5833282470703,47.67483126105568,85671900,118297200,20303400
2021-03-31,119.2003173828125,222.64332580566406,46.81121826171875,120.5372297916679,224.0,47.48198554932466,118.22446543116469,213.70333862304688,46.78606228948491,118.71239140698859,215.5399932861328,47.24721459980955,118323800,100011900,23686500
2021-04-01,120.02980041503906,220.5833282470703,48.119224548339844,121.18130611520114,230.80667114257812,48.16953330570707,119.53211379208796,219.80667114257812,47.07114942505845,120.6738663324064,229.4566650390625,47.22207249868869,75089100,105895200,23194500
2021-04-05,122.85977172851562,230.35000610351562,47.37298583984375,123.11349534026344,236.05332946777344,48.0605227235886,120.09810870436394,228.23333740234375,47.07113975459561,120.87879330428332,235.90333557128906,48.04375314124473,88651200,125528400,23264800
2021-04-06,123.16227722167969,230.5399932861328,47.23883819580078,124.0600592543952,232.18333435058594,48.24499087101923,122.6158024965763,227.1233367919922,47.17175985816633,123.44527518865387,230.10000610351562,47.658068210602536,80171300,84815400,18926300
2021-04-07,124.81147003173828,223.6566619873047,47.44845962524414,124.830983795515,230.4600067138672,47.59938270687756,122.11811647580448,222.6133270263672,47.15499985455226,122.79145672607788,229.0,47.280766956932375,83466700,78928200,22385000
2021-04-08,127.21207427978516,227.93333435058594,46.953765869140625,127.24134865016218,229.85000610351562,47.02084421279142,125.4165100751645,223.88333129882812,46.38361274199477,125.83611931078231,225.7933349609375,46.89507391768191,88844600,71772900,21999300
2021-04-09,129.788330078125,225.67333984375,46.84476089477539,129.82735761061758,226.99000549316406,47.32268285512283,126.34357333569822,223.14332580566406,46.559684357158396,126.66560631746748,225.92333984375,46.95376159404779,106686700,64311300,20020700
2021-04-12,128.07078552246094,233.9933319091797,46.53452682495117,129.64190739253817,234.93333435058594,47.616140918785746,127.47551537565364,227.3633270263672,46.37522058727022,129.3198745370212,228.56666564941406,47.59098494554181,91420000,87407100,20238800
2021-04-13,131.18380737304688,254.10667419433594,46.710601806640625,131.40826410568187,254.3333282470703,46.93698637094633,128.7441768121527,236.8866729736328,46.190757547015004,129.241870976382,237.56666564941406,46.366833364206954,91266500,133958400,19370600
2021-04-14,128.84173583984375,244.07666015625,48.06052017211914,131.7400174141813,260.2633361816406,48.63905633915049,128.48067537183306,242.67666625976562,47.16336835441067,131.68146867778168,256.8999938964844,47.297521807568835,87222800,147052200,28051100
2021-04-15,131.25213623046875,246.28334045410156,47.775447845458984,131.74006238745935,247.89666748046875,48.14436907415831,130.41290264483195,240.43666076660156,47.60775521478806,130.58856380431737,247.6999969482422,48.14436907415831,89347100,83546700,23250300
2021-04-16,130.92030334472656,246.5933380126953,47.50715255737305,131.41798248691907,249.80332946777344,48.36238230474451,130.06154884966244,241.53334045410156,47.32269029858557,131.05692202436683,242.88333129882812,48.09407530931092,84922400,83938500,22752000
2021-04-19,131.58387756347656,238.2100067138672,47.35621643066406,132.1986690764981,241.8000030517578,47.909599856152234,130.12009959176393,230.60000610351562,46.92021688354144,130.2859926417197,239.86666870117188,47.58260099542797,94264200,119058600,21123300
2021-04-20,129.89566040039062,239.663330078125,46.35845184326172,132.25722045509355,245.75,47.347834849532624,128.6270498214987,236.89666748046875,45.930835473558226,131.75954129528387,239.13999938964844,47.347834849532624,94812300,106827000,21782100
2021-04-21,130.27626037597656,248.0399932861328,46.953765869140625,130.5202234103885,248.27999877929688,47.062766578337424,128.12938865121586,232.6666717529297,45.52838305127599,129.16378953467097,234.92333984375,45.6960757119315,68847100,93646500,16625600
2021-04-22,128.75392150878906,239.89666748046875,46.34168243408203,130.91054619483594,251.2566680908203,46.94537462958822,128.2367211149233,239.34666442871094,46.132067443805816,129.8273498266732,247.1666717529297,46.94537462958822,84566500,106770900,21600100
2021-04-23,131.07644653320312,243.13333129882812,46.59321975708008,131.85711621347775,245.7866668701172,46.90344904694631,128.9686026596944,238.48666381835938,46.26622088418448,128.9686026596944,239.93333435058594,46.34168240858122,78657500,85110000,15337900
2021-04-26,131.46676635742188,246.06666564941406,46.68544387817383,131.7985524226745,249.76666259765625,47.196904889383134,130.33477460387036,244.20333862304688,46.484212110405906,131.5741106597469,247.0,46.50936808042092,66905100,93115500,16083800
2021-04-27,131.14476013183594,234.913330078125,47.29752731323242,132.1401334204204,241.3333282470703,47.481989532223686,130.87152274129448,234.4499969482422,46.7944526049466,131.7497836551319,239.32000732421875,46.96214204206121,66015800,88311000,19278600
2021-04-28,130.35433959960938,231.46665954589844,48.7229118347168,131.7595691601595,236.1666717529297,49.01637155968279,129.86641349610298,231.1999969482422,47.61614487417203,131.0667075414383,232.1366729736328,47.716759180093064,107760100,66813000,24729800
2021-04-29,130.25672912597656,225.6666717529297,49.418819427490234,133.7600493468008,234.0833282470703,49.871588486820215,129.25160269288304,222.8333282470703,48.756438616770794,133.174532153205,233.1699981689453,49.40204984768502,151101000,86536200,27318400
2021-04-30,128.2855224609375,236.47999572753906,47.99345016479492,130.3348029182655,238.49000549316406,49.37690719836472,127.90494074098223,222.04666137695312,47.926371831824504,128.59778738715457,222.52999877929688,48.90737166145563,109839500,122276100,30518400
2021-05-03,129.33941650390625,228.3000030517578,49.31821060180664,130.83248375117557,235.3333282470703,49.46075044668099,128.64656992797262,226.8333282470703,48.41267558146328,128.85149050777056,234.60000610351562,48.613904164441514,75135100,81129300,20509600
2021-05-04,124.76268005371094,224.53334045410156,49.62844467163086,128.31478827842903,227.81666564941406,49.88836841482149,123.64044873461123,219.23333740234375,49.05829163386951,128.02202969252124,226.31333923339844,49.46913842814232,137564700,89217900,23522200
2021-05-05,125.00664520263672,223.64666748046875,51.120906829833984,127.29988843260809,228.43333435058594,51.18798196611249,124.8797796797169,222.44667053222656,49.80452489584899,126.08007345167024,227.02000427246094,50.11475419788805,84000900,65705700,31526200
2021-05-06,126.60704803466797,221.17999267578125,51.607208251953125,126.61680119447594,227.0066680908203,51.68266977388462,124.06006618952057,216.6666717529297,50.33274876959391,124.80171581873422,226.9199981689453,51.02867204945888,78128300,83353800,26836800
2021-05-07,127.28153991699219,224.1233367919922,52.34505844116211,128.30791313173893,230.0,52.37859760904203,126.56794712300402,220.07333374023438,51.020290096145075,127.90714550535066,221.93333435058594,51.204752321013544,78973300,70407600,33610600
2021-05-10,123.99707794189453,209.67999267578125,52.47083282470703,126.62657341198205,221.68333435058594,53.6782109780905,123.95797666716017,209.20333862304688,52.428907262342996,126.49950732025513,221.63333129882812,53.02421634411607,88071200,94177200,31956600
2021-05-11,123.07823181152344,205.73333740234375,50.80228805541992,123.43012839060427,209.03334045410156,52.3115153125646,120.00884494360865,198.53334045410156,50.6345954271881,120.72243020113098,199.74667358398438,51.6742871634487,126142800,139511700,34563800
2021-05-12,120.00885009765625,196.6300048828125,51.07450485229492,121.83679573122357,206.80332946777344,52.46961070684359,119.50054838799285,195.58999633789062,50.82780843421674,120.62468591755979,200.8300018310547,51.04898240710557,112172300,101470800,34426500
2021-05-13,122.15937805175781,190.56333923339844,50.44500732421875,123.31283969833798,202.15333557128906,51.42328449356429,121.4653471184995,186.5500030517578,49.97713690434033,121.77814989768362,200.51333618164062,50.189805572018365,105861300,132554700,24268200
2021-05-14,124.58358764648438,196.5800018310547,51.695499420166016,125.013694229742,197.6233367919922,51.78907415187265,123.01957387710111,190.15333557128906,50.98093257675736,123.4105791838984,194.47000122070312,50.98093257675736,81918000,100112700,20735400
2021-05-17,123.43013763427734,192.27667236328125,52.90345764160156,124.07529756948797,196.57666015625,52.95449929106987,122.35487853339957,187.06666564941406,51.406271619594904,123.96777091361953,191.85000610351562,51.49984635442027,74244600,97171200,25282500
2021-05-18,122.04208374023438,192.6233367919922,51.40626907348633,124.13395388767103,198.75,52.99702975152933,121.9736583600026,187.7933349609375,51.380749872549316,123.71362442115952,189.3333282470703,52.74182800696051,63342900,110491800,25170800
2021-05-19,121.88567352294922,187.82000732421875,50.17279052734375,122.1104965529405,188.73666381835938,50.92138512885382,120.09682917810171,182.32666015625,49.69641155455257,120.39008503908883,184.18333435058594,50.274870576846766,92612000,118735200,28889800
2021-05-20,124.44674682617188,195.5933380126953,50.05369567871094,124.84752934847808,196.28334045410156,50.31740598391916,122.28645146975369,190.35667419433594,49.54329219547731,122.41353249282957,191.6666717529297,50.147270407819214,76857100,92463300,20692500
2021-05-21,122.60902404785156,193.6266632080078,50.12174606323242,125.12122331133726,198.89332580566406,50.895863067412805,122.39397075203622,193.3333282470703,50.06219910061333,124.94527129274346,198.70333862304688,50.54708336483514,79295400,78091800,20792700
2021-05-24,124.24147033691406,202.14666748046875,50.70872116088867,125.06258229000034,204.82666015625,50.87034819132129,123.10756306374581,191.21665954589844,49.926098722064296,123.17598843835246,193.86666870117188,50.257864592531085,63092900,103674300,18400300
2021-05-25,124.04595184326172,201.56333923339844,49.560302734375,125.43402094302525,204.663330078125,50.649168472218456,123.47899456714741,198.57000732421875,49.441208804860764,124.9452587557018,202.43666076660156,50.61514070805262,72009500,84017700,25616100
2021-05-26,123.99707794189453,206.3766632080078,50.138763427734375,124.52493396410016,208.72332763671875,50.291885126553666,123.57674856075704,200.5,49.254064245192836,124.10460458296265,202.52000427246094,49.551799078971285,56575900,85917900,21698700
2021-05-27,122.46240234375,210.28334045410156,49.81550979614258,124.7693256123678,210.3766632080078,50.78527839981153,122.26690340551721,205.40333557128906,49.356144695962655,123.5963170673582,206.74667358398438,50.38546026686978,94625600,79111800,33556000
2021-05-28,121.8074722290039,208.4066619873047,49.65386962890625,122.9707110430963,211.8633270263672,50.0196599233091,121.74882403932074,207.4600067138672,49.432695686857535,122.74588055296678,209.5,49.9601129679473,71311100,68211000,19246800
2021-06-01,121.4848861694336,207.96665954589844,51.431785583496094,122.53082109382872,211.26666259765625,51.635948915509005,121.15253650084358,206.85000610351562,50.57260566455151,122.2668967957017,209.26666259765625,50.57260566455151,67637100,54254700,28474200
2021-06-02,122.24735260009766,201.7066650390625,51.840110778808594,122.42330463275813,207.7866668701172,52.15486272832487,121.26007323809793,199.7133331298828,51.185090924365944,121.4848962778378,206.7100067138672,51.67848376734853,59278900,69908400,22978300
2021-06-03,120.76152801513672,190.94667053222656,52.044281005859375,122.04206311064841,201.51666259765625,52.23993580722677,120.36074552880676,190.4066619873047,51.33821941195099,121.87588828071905,200.60000610351562,51.50835500946465,76229200,90335700,20272800
2021-06-04,123.05867767333984,199.68333435058594,52.27396011352539,123.32260943039987,200.20333862304688,52.48662878506531,121.06455727986688,192.39999389648438,51.70400638636388,121.27961057589917,193.23666381835938,52.28246543255777,75169300,72110700,20427800
2021-06-07,123.0684585571289,201.7100067138672,51.93368911743164,123.47901079400312,203.3333282470703,52.51214816559031,122.02252359682196,194.2933349609375,51.90816991518142,123.33238286431767,197.27667236328125,52.171880237010534,71057600,67631100,15477900
2021-06-08,123.88955688476562,201.19667053222656,52.8524169921875,125.57088194290174,207.69667053222656,53.15015182210642,123.37147802234419,198.5,51.61042953507909,123.75270614592999,207.6699981689453,52.316491053267185,74403800,78160200,28953400
2021-06-09,124.27078247070312,199.5933380126953,53.29476547241211,124.8768410573178,203.92999267578125,53.949782064707286,123.67450106746446,199.2100067138672,52.903452686605334,124.34898502209968,200.72332763671875,53.311776108908575,56877900,49753800,29133000
2021-06-10,123.27373504638672,203.3733367919922,53.37983703613281,125.30695678436511,205.52999877929688,54.42616652010243,123.10756020588629,200.1666717529297,52.954499689231355,124.16326489562331,201.2933349609375,54.111417792013945,71186400,71758800,27488700
2021-06-11,124.48585510253906,203.29666137695312,52.886444091796875,124.57383485098319,204.18666076660156,53.7541326678289,123.26396801386512,200.5066680908203,52.860924889435076,123.68429747068124,203.41000366210938,53.601010963525226,53522400,48615900,17631700
2021-06-14,127.54544830322266,205.89666748046875,52.80137252807617,127.60409649266556,208.49667358398438,53.40535071944323,124.21214444863777,203.05999755859375,52.37603522513045,124.94527664789969,204.07666015625,52.99702729802327,96906500,61272000,16997200
2021-06-15,126.72433471679688,199.7866668701172,54.72390365600586,127.66275042731246,205.59666442871094,54.7834506239287,126.47995733459727,199.41000366210938,53.03956493597965,127.01759055855872,205.56333923339844,53.15015355286481,62746300,53292300,30717100
2021-06-16,127.2228775024414,201.6233367919922,54.52824401855469,127.94624002739722,202.8333282470703,55.123720170381596,125.57089869031938,197.8333282470703,54.06888217168565,127.43793082295223,199.17999267578125,54.71539348083935,91815000,66432300,24803200
2021-06-17,128.8259735107422,205.53334045410156,52.733314514160156,129.56889029442954,207.1566619873047,54.83447835563996,126.73410372753868,200.44667053222656,52.1208278260834,126.88073910539828,200.6300048828125,54.32407494561982,96721700,68104200,28491800
2021-06-18,127.52587890625,207.77000427246094,51.38074493408203,128.5522518117248,209.4499969482422,52.35901873507996,127.31082565171394,203.93333435058594,51.24463713372293,127.77025624862196,204.4566650390625,51.89114837416217,108953300,73682700,39590700
2021-06-21,129.3245086669922,206.94332885742188,53.24372863769531,129.43203530764706,210.4633331298828,53.33730337220979,126.304007918975,202.9600067138672,51.80608958897819,127.36948968462076,208.16000366210938,51.83160879109436,79663300,74438100,33145400
2021-06-22,130.96673583984375,207.90333557128906,54.26453399658203,131.06449276893142,209.52333068847656,54.4516834486716,128.65981252013916,205.1666717529297,52.937480440527615,129.15835197662773,206.0833282470703,53.46489778861102,74783600,57476700,25140400
2021-06-23,130.69305419921875,218.85667419433594,54.66435241699219,131.2991204035654,219.06666564941406,55.03864483320573,130.2336234107885,210.01333618164062,54.085893420881554,130.76148704310285,210.6666717529297,54.48571152718141,60214200,93297600,20701600
2021-06-24,130.40956115722656,226.60667419433594,54.88551712036133,131.6118938058328,232.5399932861328,54.9195448799434,129.9403458033597,222.5366668701172,54.281542235641304,131.42616459271213,224.99667358398438,54.57077170195736,68711000,137947200,19568400
2021-06-25,130.1162872314453,223.9566650390625,55.00463104248047,130.87874343114333,231.27000427246094,55.23431036344343,129.82303140488202,222.89999389648438,54.74942602795885,130.45842151503766,229.86000061035156,54.96209471001582,70783700,97490100,18438300
2021-06-28,131.7487335205078,229.57333374023438,53.60100555419922,132.20816419376467,231.56666564941406,54.91955054591198,130.3509020493391,223.44000244140625,53.37983158422911,130.40955023475712,223.8800048828125,54.91955054591198,62111300,64884600,20570000
2021-06-29,133.26388549804688,226.9199981689453,53.26924514770508,133.42029061372372,229.1699981689453,54.2475222835593,131.32842066728736,225.29666137695312,53.24372594687859,131.76829700396732,228.21665954589844,53.77114331604543,64556100,52143900,19579300
2021-06-30,133.87969970703125,226.56666564941406,53.66055679321289,134.31957597270352,230.93666076660156,53.788156039663,132.81420307964328,226.04666137695312,53.124630871937164,133.1074588952949,226.58999633789062,53.337299527753515,63261400,56774700,17875500
2021-07-01,134.18270874023438,225.97332763671875,53.81367111206055,134.2413569130277,229.3300018310547,54.80045346955276,132.70666011876276,224.26666259765625,53.39684239587118,133.5277792846948,227.97332763671875,54.723895874594874,52485800,55903500,22530300
2021-07-02,136.81222534179688,226.3000030517578,53.737117767333984,136.8513191558301,233.3333282470703,53.86472026686037,134.65192295511142,224.4199981689453,53.099111759834784,134.7985434022486,226.32666015625,53.60100994887014,78852600,81163500,14555300
2021-07-06,138.8258819580078,219.86000061035156,52.205902099609375,139.93045738005537,228.0,53.38833933795844,136.91974171007627,217.13333129882812,51.806087222763026,136.91974171007627,227.23666381835938,53.37983401933033,108181800,69853500,22110800
